Name,Genre,Platform,Publisher,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Madden NFL 2001,Sports,PS2,Electronic Arts,2000.0,1.19,0.07,0.05,0.2,1.5
WWF No Mercy,Fighting,N64,THQ,2000.0,1.2,0.27,0.02,0.02,1.5
Ice Climber,Platform,NES,Nintendo,1985.0,0.46,0.1,0.92,0.02,1.5
Sonic CD,Platform,SCD,Sega,1993.0,1.0,0.36,0.09,0.05,1.5
Dead Rising 2,Action,X360,Capcom,2010.0,0.75,0.53,0.09,0.12,1.5
Pac-Man World,Action,PS,Namco Bandai Games,1998.0,1.21,0.14,0.1,0.04,1.5
Final Fantasy: Crystal Chronicles,Role-Playing,GC,Nintendo,2003.0,0.72,0.38,0.36,0.04,1.49
Banjo-Tooie,Platform,N64,Nintendo,2000.0,0.82,0.36,0.25,0.06,1.49
007: Quantum of Solace,Action,X360,Activision,2008.0,0.82,0.52,0.01,0.14,1.49
New Play Control! Mario Power Tennis,Sports,Wii,Nintendo,2009.0,0.37,0.69,0.28,0.14,1.48
Dirge of Cerberus: Final Fantasy VII,Shooter,PS2,Square Enix,2006.0,0.47,0.37,0.52,0.12,1.48
Nintendo World Cup,Sports,NES,Nintendo,1990.0,0.28,0.5,0.65,0.05,1.48
WWF WrestleMania 2000,Fighting,N64,THQ,1999.0,1.2,0.25,0.02,0.02,1.48
Wario Land II,Platform,GB,Nintendo,1997.0,0.7,0.35,0.39,0.04,1.48
Mass Effect 2,Role-Playing,PS3,Electronic Arts,2011.0,0.78,0.47,0.03,0.2,1.48
Assassin's Creed III: Liberation,Action,PSV,Ubisoft,2012.0,0.58,0.55,0.06,0.28,1.47
SoulCalibur IV,Fighting,PS3,Ubisoft,2008.0,0.72,0.41,0.14,0.2,1.47
Mario Golf,Action,N64,Nintendo,1999.0,0.62,0.18,0.65,0.02,1.47
Fight Night Round 3,Fighting,X360,Electronic Arts,2006.0,1.33,0.03,0.01,0.1,1.47
Metal Gear Rising: Revengeance,Action,PS3,Konami Digital Entertainment,2013.0,0.45,0.4,0.44,0.18,1.47
Chrono Trigger,Role-Playing,DS,Square Enix,2008.0,0.69,0.2,0.49,0.09,1.47
The House of the Dead 2 & 3 Return,Shooter,Wii,Sega,2008.0,0.78,0.5,0.03,0.15,1.47
LittleBigPlanet PS Vita,Platform,PSV,Sony Computer Entertainment,2012.0,0.4,0.72,0.02,0.33,1.47
Xenogears,Role-Playing,PS,SquareSoft,1998.0,0.29,0.19,0.89,0.1,1.46
Tom Clancy's Ghost Recon: Future Soldier,Shooter,X360,Ubisoft,2012.0,0.93,0.4,0.02,0.12,1.46
Battlefield: Bad Company,Shooter,X360,Electronic Arts,2008.0,0.81,0.46,0.04,0.15,1.46
Homefront,Shooter,X360,THQ,2011.0,0.83,0.48,0.02,0.12,1.46
Super Monkey Ball,Puzzle,GC,Atari,2001.0,0.95,0.37,0.1,0.04,1.46
Mario Superstar Baseball,Sports,GC,Nintendo,2005.0,0.93,0.24,0.25,0.04,1.46
Mass Effect 3,Role-Playing,PS3,Electronic Arts,2012.0,0.63,0.59,0.03,0.21,1.46
Medal of Honor: Warfighter,Action,PS3,Electronic Arts,2012.0,0.47,0.65,0.06,0.28,1.46
WCW vs the World,Fighting,PS,THQ,1998.0,1.17,0.2,0.04,0.05,1.46
LEGO City Undercover,Platform,3DS,Nintendo,2013.0,0.51,0.75,0.07,0.12,1.46
Onimusha 3: Demon Siege,Action,PS2,Capcom,2004.0,0.37,0.47,0.54,0.07,1.45
BioShock,Shooter,PS3,Take-Two Interactive,2008.0,0.75,0.49,0.01,0.21,1.45
Resident Evil: Outbreak,Action,PS2,Capcom,2003.0,0.54,0.35,0.46,0.1,1.45
Namco Museum 64,Misc,N64,Namco Bandai Games,1999.0,1.24,0.17,0.03,0.01,1.45
Dragon Quest Monsters: Joker 2,Role-Playing,DS,Square Enix,2010.0,0.11,0.08,1.24,0.02,1.45
Kirby Super Star,Platform,SNES,Nintendo,1996.0,0.26,0.07,1.09,0.02,1.44
Far Cry 4,Shooter,PS3,Ubisoft,2014.0,0.33,0.79,0.08,0.23,1.44
Rayman Raving Rabbids,Misc,Wii,Ubisoft,2006.0,1.23,0.07,0.02,0.11,1.44
Need for Speed Rivals,Racing,PS3,Electronic Arts,2013.0,0.33,0.74,0.05,0.31,1.44
Disney's DuckTales,Platform,GB,Capcom,1988.0,0.82,0.23,0.35,0.03,1.43
Dragon Quest VII: Warriors of Eden,Role-Playing,3DS,Square Enix,2013.0,0.07,0.04,1.3,0.01,1.42
UFC Undisputed 2010,Fighting,PS3,THQ,2010.0,0.8,0.41,0.02,0.19,1.42
The Legend of Zelda: The Minish Cap,Action,GBA,Nintendo,2004.0,0.89,0.22,0.22,0.1,1.42
Super Metroid,Action,SNES,Nintendo,1994.0,0.57,0.12,0.71,0.02,1.42
Resident Evil (Remake),Action,GC,Capcom,2002.0,0.63,0.38,0.35,0.05,1.42
Tomb Raider (2013),Action,PS4,Square Enix,2014.0,0.47,0.64,0.06,0.25,1.41
Disney's The Lion King,Platform,GEN,Virgin Interactive,1994.0,0.97,0.37,0.03,0.05,1.41
Ridge Racer,Racing,PSP,Sony Computer Entertainment,2004.0,0.36,0.45,0.32,0.28,1.41
Metroid: Other M,Action,Wii,Nintendo,2010.0,0.87,0.31,0.13,0.1,1.41
Need For Speed: Undercover,Racing,PS2,Electronic Arts,2008.0,0.38,0.08,0.03,0.93,1.4
Far Cry 2,Action,PS3,Ubisoft,2008.0,0.43,0.7,0.01,0.27,1.4
Sonic Advance 3,Platform,GBA,THQ,2004.0,0.74,0.52,0.08,0.06,1.4
Colin McRae Rally 3,Racing,PS2,Codemasters,2002.0,0.03,1.05,0.02,0.3,1.4
Doom (2016),Shooter,PS4,Bethesda Softworks,2016.0,0.49,0.66,0.02,0.22,1.39
Final Fantasy XII: Revenant Wings,Role-Playing,DS,Square Enix,2007.0,0.34,0.42,0.54,0.1,1.39
Deus Ex: Human Revolution,Shooter,PS3,Square Enix,2011.0,0.5,0.6,0.07,0.23,1.39
Teenage Mutant Ninja Turtles III: The Manhattan Project,Action,NES,Konami Digital Entertainment,1991.0,1.05,0.17,0.15,0.02,1.39
Dynasty Warriors 5,Action,PS2,Tecmo Koei,2005.0,0.24,0.18,0.91,0.06,1.39
Deus Ex: Human Revolution,Shooter,X360,Square Enix,2011.0,0.76,0.48,0.02,0.12,1.39
Paper Mario,Role-Playing,N64,Nintendo,2000.0,0.58,0.18,0.59,0.02,1.38
Bravely Default: Flying Fairy,Role-Playing,3DS,Nintendo,2012.0,0.5,0.32,0.49,0.07,1.38
Titanfall,Shooter,X360,Electronic Arts,2014.0,0.87,0.38,0.02,0.11,1.38
Persona 4: Golden,Role-Playing,PSV,Atlus,2012.0,0.46,0.34,0.38,0.21,1.38
Dead Rising 2,Action,PS3,Capcom,2010.0,0.43,0.57,0.15,0.22,1.38
Gardening Mama,Puzzle,DS,505 Games,2009.0,0.8,0.43,0.01,0.13,1.38
Assassin's Creed: Rogue,Action,PS3,Ubisoft,2014.0,0.46,0.62,0.06,0.23,1.37
Ridge Racer 7,Racing,PS3,Namco Bandai Games,2006.0,0.24,0.7,0.16,0.26,1.37
Forza Horizon 2,Racing,XOne,Microsoft Game Studios,2014.0,0.5,0.78,0.01,0.09,1.37
MotorStorm: Pacific Rift,Racing,PS3,Sony Computer Entertainment,2008.0,0.43,0.67,0.02,0.26,1.37
Sonic Colors,Platform,DS,Sega,2010.0,0.74,0.5,0.01,0.13,1.37
NBA 2K15,Sports,PS3,Take-Two Interactive,2014.0,0.86,0.27,0.02,0.22,1.36
Burnout Paradise,Racing,X360,Electronic Arts,2008.0,0.63,0.58,0.01,0.15,1.36
Gradius,Shooter,NES,Konami Digital Entertainment,1986.0,0.27,0.08,1.0,0.01,1.36
Yoshi's New Island,Platform,3DS,Nintendo,2014.0,0.47,0.51,0.28,0.09,1.36
Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,PS3,Capcom,2011.0,0.81,0.29,0.11,0.14,1.35
F1 2010,Racing,PS3,Codemasters,2010.0,0.25,0.76,0.08,0.27,1.35
FIFA Soccer 09,Sports,PSP,Electronic Arts,2008.0,0.23,0.73,0.02,0.37,1.35
Namco Museum DS,Misc,DS,Atari,2007.0,1.18,0.01,0.06,0.09,1.35
Grand Theft Auto: Chinatown Wars,Action,DS,Take-Two Interactive,2009.0,0.59,0.57,0.05,0.14,1.35
Alan Wake,Action,X360,Microsoft Game Studios,2010.0,0.66,0.51,0.05,0.13,1.35
Battlefield: Bad Company,Shooter,PS3,Electronic Arts,2008.0,0.76,0.36,0.05,0.18,1.35
Samurai Warriors,Action,PS2,Electronic Arts,2004.0,0.22,0.05,1.06,0.02,1.35
Devil May Cry 4,Action,X360,Capcom,2008.0,0.79,0.34,0.08,0.13,1.35
Tom Clancy's Rainbow Six: Vegas 2,Shooter,PS3,Ubisoft,2008.0,0.66,0.45,0.04,0.21,1.35
Monster Hunter Freedom,Role-Playing,PSP,Capcom,2005.0,0.24,0.04,1.03,0.04,1.35
Crysis 2,Action,X360,Electronic Arts,2011.0,0.7,0.5,0.02,0.12,1.35
SaGa Frontier,Role-Playing,PS,SquareSoft,1997.0,0.15,0.04,1.07,0.09,1.35
FIFA Soccer 08,Sports,X360,Electronic Arts,2007.0,0.31,0.89,0.01,0.14,1.35
The ICO & Shadow of the Colossus Collection,Adventure,PS3,Sony Computer Entertainment,2011.0,0.67,0.37,0.13,0.17,1.35
Test Drive,Racing,PS2,Atari,2002.0,0.95,0.21,0.01,0.18,1.34
Mario & Luigi: Partners in Time,Role-Playing,DS,Nintendo,2005.0,0.77,0.07,0.43,0.08,1.34
Lost Planet: Extreme Condition,Shooter,X360,Capcom,2006.0,1.09,0.04,0.1,0.11,1.34
Donkey Kong Jungle Beat,Platform,GC,Nintendo,2004.0,0.84,0.22,0.24,0.04,1.34
Need for Speed Carbon,Racing,PS2,Electronic Arts,2006.0,1.22,0.05,0.05,0.01,1.34
WWE SmackDown vs Raw 2008,Fighting,PS3,THQ,2007.0,0.62,0.5,0.01,0.21,1.33
Rage,Shooter,PS3,Bethesda Softworks,2011.0,0.47,0.59,0.06,0.21,1.33
NBA 2K14,Sports,PS4,Take-Two Interactive,2013.0,0.89,0.31,0.01,0.12,1.33
Spider-Man: The Movie,Action,GBA,Activision,2002.0,0.92,0.35,0.01,0.05,1.33
Tony Hawk's Pro Skater,Sports,GB,Activision,2000.0,0.9,0.38,0.01,0.05,1.33
Metroid Prime 2: Echoes,Shooter,GC,Nintendo,2004.0,0.87,0.35,0.07,0.04,1.33
Final Fantasy X / X-2 HD Remaster,Role-Playing,PS3,Square Enix,2013.0,0.43,0.4,0.32,0.18,1.33
Pokemon Ranger: Guardian Signs,Role-Playing,DS,Nintendo,2010.0,0.51,0.17,0.58,0.06,1.33
Middle-Earth: Shadow of Mordor,Action,XOne,Warner Bros. Interactive Entertainment,2014.0,0.72,0.5,0.01,0.1,1.32
Need for Speed Underground Rivals,Racing,PSP,Electronic Arts,2005.0,0.69,0.38,0.02,0.24,1.32
Dark Souls II,Role-Playing,PS3,Namco Bandai Games,2014.0,0.4,0.36,0.4,0.17,1.32
Kingdom Hearts II,Role-Playing,PS3,Square Enix,2014.0,0.52,0.43,0.18,0.19,1.32
TOCA 2: Touring Cars,Racing,PS,Codemasters,1998.0,0.03,1.16,0.02,0.11,1.32
Gyromite,Puzzle,NES,Nintendo,1985.0,0.73,0.16,0.4,0.03,1.32
Mega Man Battle Network 4: Red Sun / Blue Moon,Role-Playing,GBA,Capcom,2003.0,0.31,0.04,0.96,0.01,1.32
MAG: Massive Action Game,Shooter,PS3,Sony Computer Entertainment,2010.0,0.77,0.3,0.09,0.16,1.32
Cars 2,Racing,DS,Disney Interactive Studios,2011.0,0.72,0.44,0.04,0.12,1.32
Tekken 6,Fighting,X360,Namco Bandai Games,2009.0,0.71,0.42,0.05,0.13,1.31
Gold's Gym: Cardio Workout,Sports,Wii,Ubisoft,2008.0,1.11,0.04,0.06,0.09,1.31
Crysis 2,Action,PS3,Electronic Arts,2011.0,0.45,0.57,0.06,0.21,1.3
NBA Live 07,Sports,PS2,Electronic Arts,2006.0,1.07,0.04,0.02,0.17,1.3
Saints Row IV,Action,PS3,Deep Silver,2013.0,0.56,0.44,0.09,0.21,1.3
Digimon World,Role-Playing,PS,Namco Bandai Games,1999.0,0.56,0.38,0.28,0.08,1.3
Rise of the Tomb Raider,Adventure,XOne,Square Enix,2015.0,0.53,0.64,0.02,0.1,1.3
Need for Speed Carbon,Racing,Wii,Electronic Arts,2006.0,0.46,0.66,0.02,0.15,1.29
Yoshi's Woolly World,Platform,WiiU,Nintendo,2015.0,0.61,0.47,0.11,0.1,1.29
Mega Man Battle Network 3 Blue / White Version,Role-Playing,GBA,Capcom,2002.0,0.39,0.02,0.85,0.03,1.29
Resident Evil Zero,Action,GC,Capcom,2002.0,0.54,0.27,0.45,0.04,1.29
Need for Speed: Most Wanted,Racing,X360,Electronic Arts,2005.0,1.0,0.17,0.02,0.1,1.29
Valkyria Chronicles,Role-Playing,PS3,Sega,2008.0,0.71,0.2,0.24,0.13,1.29
Watch Dogs,Action,X360,Ubisoft,2014.0,0.72,0.45,0.01,0.11,1.28
Metal Gear Solid V: Ground Zeroes,Action,PS4,Konami Digital Entertainment,2014.0,0.45,0.46,0.17,0.2,1.28
Kid Icarus: Uprising,Action,3DS,Nintendo,2012.0,0.48,0.35,0.36,0.07,1.28
Tomb Raider: Underworld,Action,PS3,Eidos Interactive,2008.0,0.45,0.56,0.05,0.22,1.27
Castlevania: Symphony of the Night,Platform,PS,Konami Digital Entertainment,1997.0,0.58,0.4,0.21,0.08,1.27
Pokemon Mystery Dungeon: Gates to Infinity,Role-Playing,3DS,Nintendo,2012.0,0.44,0.3,0.47,0.06,1.27
Hogan's Alley,Shooter,NES,Nintendo,1984.0,0.68,0.16,0.41,0.02,1.27
.hack//Infection Part 1,Role-Playing,PS2,Atari,2002.0,0.49,0.38,0.26,0.13,1.27
Sonic Adventure DX: Director's Cut,Platform,GC,Sega,2003.0,0.87,0.3,0.06,0.03,1.27
Battle Arena Toshinden,Fighting,PS,Sony Computer Entertainment,1994.0,0.39,0.26,0.53,0.08,1.27
Tamagotchi Connection: Corner Shop,Simulation,DS,Atari,2005.0,0.1,0.02,1.12,0.01,1.26
Devil Dice,Puzzle,PS,THQ,1998.0,0.05,0.03,1.1,0.08,1.26
Final Fantasy IV,Simulation,DS,Square Enix,2007.0,0.54,0.05,0.62,0.05,1.26
Hyrule Warriors,Action,WiiU,Nintendo,2014.0,0.61,0.42,0.13,0.1,1.26
Need for Speed Carbon,Racing,PS3,Electronic Arts,2006.0,0.49,0.52,0.03,0.21,1.26
Brian Lara Cricket,Sports,PS,Codemasters,1998.0,0.02,1.13,0.01,0.1,1.26
SOCOM: U.S. Navy SEALs Confrontation,Shooter,PS3,Sony Computer Entertainment,2008.0,0.94,0.17,0.02,0.13,1.25
Tom Clancy's Rainbow Six: Vegas,Shooter,PS3,Ubisoft,2007.0,0.47,0.53,0.03,0.22,1.25
Reel Fishing,Sports,PS,Natsume,1996.0,0.99,0.13,0.1,0.04,1.25
Injustice: Gods Among Us,Fighting,PS3,Warner Bros. Interactive Entertainment,2013.0,0.48,0.53,0.01,0.23,1.25
Pokemon XD: Gale of Darkness,Role-Playing,GC,Nintendo,2005.0,0.71,0.19,0.31,0.03,1.25
Black,Shooter,PS2,Electronic Arts,2006.0,1.01,0.04,0.03,0.16,1.25
Ratchet: Deadlocked,Shooter,PS2,Sony Computer Entertainment,2005.0,0.85,0.03,0.22,0.14,1.24
Tales of Xillia,Role-Playing,PS3,Namco Bandai Games,2011.0,0.29,0.19,0.67,0.09,1.24
Assassin's Creed: Bloodlines,Action,PSP,Ubisoft,2009.0,0.43,0.48,0.05,0.28,1.24
Ridge Racer V,Action,PS2,Namco Bandai Games,2000.0,0.24,0.19,0.75,0.06,1.24
Tetris 2 (All region sales),Puzzle,GB,Nintendo,1992.0,0.56,0.22,0.43,0.03,1.24
2010 FIFA World Cup South Africa,Sports,PS3,Electronic Arts,2010.0,0.3,0.64,0.07,0.22,1.23
Ninja Gaiden,Action,XB,Microsoft Game Studios,2004.0,0.92,0.2,0.07,0.04,1.23
Medal of Honor: Airborne,Shooter,PS3,Electronic Arts,2007.0,0.25,0.7,0.03,0.25,1.23
Kirby Tilt 'n' Tumble,Puzzle,GB,Nintendo,2000.0,0.29,0.17,0.75,0.02,1.23
Castlevania,Platform,NES,Konami Digital Entertainment,1986.0,0.54,0.06,0.62,0.01,1.23
Donkey Kong Country 2,Platform,GBA,Nintendo,2004.0,0.79,0.27,0.12,0.04,1.23
Bayonetta,Action,PS3,Sega,2009.0,0.44,0.41,0.21,0.17,1.23
"WarioWare, Inc.: Mega MicroGame$",Puzzle,GBA,Nintendo,2003.0,0.4,0.11,0.7,0.02,1.23
Star Wars: Battlefront II,Shooter,PSP,LucasArts,2005.0,1.05,0.06,0.01,0.11,1.23
Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,PS3,Namco Bandai Games,2010.0,0.42,0.47,0.15,0.18,1.22
Mario Power Tennis,Sports,GC,Nintendo,2004.0,0.58,0.16,0.46,0.03,1.22
Intelligent Qube,Puzzle,PS,Sony Computer Entertainment,1997.0,0.13,0.07,1.0,0.02,1.22
Game & Watch Gallery 2,Misc,GB,Nintendo,1997.0,0.76,0.3,0.12,0.04,1.22
Game & Watch Gallery 3,Misc,GB,Nintendo,1999.0,0.79,0.31,0.08,0.04,1.22
Pac-Man,Puzzle,NES,Namco Bandai Games,1984.0,0.27,0.08,0.85,0.02,1.22
Parfait: Chocolat Second Style,Adventure,PS2,Alchemist,2006.0,0.59,0.46,0.01,0.15,1.22
F1 2011,Racing,PS3,Codemasters,2011.0,0.12,0.75,0.11,0.25,1.22
Golden Sun: The Lost Age,Role-Playing,GBA,Nintendo,2002.0,0.61,0.27,0.27,0.07,1.22
NBA 2K2,Sports,PS2,Sega,2002.0,0.59,0.46,0.01,0.15,1.22
Super Street Fighter IV: 3D Edition,Fighting,3DS,Capcom,2011.0,0.55,0.44,0.14,0.09,1.22
FIFA Soccer 11,Sports,PSP,Electronic Arts,2010.0,0.13,0.7,0.01,0.37,1.21
The Magical Quest starring Mickey Mouse,Platform,SNES,Capcom,1992.0,0.66,0.17,0.35,0.03,1.21
Star Wars Episode 1: Jedi Power Battles,Action,PS,LucasArts,1999.0,0.66,0.48,0.01,0.06,1.21
Dino Crisis 2,Action,PS,Virgin Interactive,2000.0,0.34,0.49,0.28,0.1,1.21
Need for Speed Underground,Racing,GC,Electronic Arts,2003.0,0.69,0.48,0.01,0.03,1.21
Pikmin 2,Strategy,GC,Nintendo,2004.0,0.48,0.13,0.56,0.03,1.2
Battlefield: Hardline,Shooter,XOne,Electronic Arts,2015.0,0.72,0.37,0.01,0.11,1.2
SolarStriker,Shooter,GB,Nintendo,1989.0,0.4,0.39,0.36,0.04,1.2
Enter the Matrix,Action,XB,Atari,2003.0,0.72,0.43,0.01,0.04,1.2
Mario vs. Donkey Kong 2: March of the Minis,Puzzle,DS,Nintendo,2006.0,0.74,0.03,0.36,0.07,1.2
PokéPark Wii: Pikachu's Adventure,Adventure,Wii,Nintendo,2009.0,0.55,0.17,0.42,0.06,1.2
One Piece: Pirate Warriors,Action,PS3,Namco Bandai Games,2012.0,0.01,0.24,0.86,0.09,1.2
Metal Gear Solid: Portable Ops,Action,PSP,Konami Digital Entertainment,2006.0,0.38,0.35,0.38,0.09,1.19
Captain Toad: Treasure Tracker,Puzzle,WiiU,Nintendo,2014.0,0.56,0.36,0.19,0.09,1.19
Pro Evolution Soccer 2008,Sports,Wii,Konami Digital Entertainment,2008.0,0.09,0.84,0.11,0.15,1.19
Mario & Sonic at the London 2012 Olympic Games,Sports,3DS,Sega,2012.0,0.18,0.64,0.27,0.1,1.19
Kobe Bryant in NBA Courtside,Sports,N64,Nintendo,1998.0,1.02,0.13,0.04,0.01,1.19
Disney's Chip 'n Dale: Rescue Rangers,Platform,NES,Capcom,1990.0,0.68,0.14,0.35,0.02,1.19
Spider-Man: The Movie,Action,GC,Activision,2002.0,0.86,0.27,0.01,0.04,1.19
Final Fantasy I & II: Dawn of Souls,Role-Playing,GBA,Nintendo,2004.0,0.64,0.24,0.29,0.02,1.19
Pokemon Super Mystery Dungeon,Role-Playing,3DS,Nintendo,2015.0,0.46,0.31,0.33,0.08,1.19
Resident Evil: Operation Raccoon City,Action,PS3,Capcom,2012.0,0.48,0.25,0.36,0.1,1.18
Shenmue,Adventure,DC,Sega,1999.0,0.52,0.24,0.38,0.04,1.18
Mario Tennis,Sports,GB,Nintendo,2000.0,0.5,0.18,0.44,0.06,1.18
WWE '12,Fighting,PS3,THQ,2011.0,0.53,0.46,0.02,0.17,1.18
WWE SmackDown vs. Raw 2010,Fighting,PS3,THQ,2009.0,0.48,0.49,0.01,0.2,1.18
Sonic the Hedgehog,Platform,PS3,Sega,2006.0,0.41,0.07,0.04,0.66,1.18
Super Ghouls 'n Ghosts,Platform,SNES,Capcom,1991.0,0.5,0.14,0.52,0.02,1.18
Army of Two,Shooter,PS3,Electronic Arts,2008.0,0.74,0.26,0.02,0.15,1.17
Wario Land: Shake It!,Platform,Wii,Nintendo,2008.0,0.6,0.31,0.15,0.11,1.17
Sonic Rush Adventure,Platform,DS,Sega,2007.0,0.54,0.49,0.01,0.12,1.17
Medal of Honor: Warfighter,Action,X360,Electronic Arts,2012.0,0.58,0.47,0.01,0.1,1.17
Ratchet & Clank (2016),Platform,PS4,Sony Computer Entertainment,2016.0,0.32,0.64,0.04,0.18,1.17
Mission: Impossible,Action,N64,Ocean,1997.0,0.74,0.38,0.02,0.03,1.17
Rage Racer,Racing,PS,Sony Computer Entertainment,1996.0,0.16,0.11,0.83,0.08,1.17
Mirror's Edge,Platform,X360,Electronic Arts,2008.0,0.51,0.51,0.01,0.13,1.17
Mario vs. Donkey Kong,Puzzle,GBA,Nintendo,2004.0,0.68,0.25,0.21,0.02,1.17
007: Quantum of Solace,Action,PS3,Activision,2008.0,0.43,0.52,0.02,0.2,1.16
Need for Speed: Most Wanted,Racing,PSV,Electronic Arts,2012.0,0.38,0.52,0.01,0.25,1.16
Final Fantasy Tactics: The War of the Lions,Role-Playing,PSP,Square Enix,2007.0,0.45,0.25,0.3,0.16,1.16
Bushido Blade,Fighting,PS,Sony Computer Entertainment,1997.0,0.39,0.27,0.43,0.08,1.16
Jet Force Gemini,Shooter,N64,Nintendo,1999.0,0.78,0.28,0.07,0.02,1.16
Mega Man X,Platform,SNES,Capcom,1993.0,0.57,0.08,0.5,0.01,1.16
Sega Rally Championship,Racing,SAT,Sega,1995.0,0.21,0.16,0.77,0.02,1.16
Medal of Honor Heroes 2,Shooter,PSP,Electronic Arts,2007.0,0.5,0.39,0.02,0.25,1.16
Rocksmith,Misc,PS3,Ubisoft,2011.0,0.52,0.38,0.09,0.17,1.16
FIFA Soccer 10,Sports,PSP,Electronic Arts,2009.0,0.15,0.68,0.01,0.32,1.16
Ninja Gaiden Sigma,Action,PS3,Eidos Interactive,2007.0,0.57,0.33,0.09,0.16,1.15
Red Dead Redemption: Undead Nightmare,Action,PS3,Take-Two Interactive,2010.0,0.44,0.46,0.06,0.18,1.15
Sonic and the Black Knight,Platform,Wii,Sega,2009.0,0.69,0.35,0.01,0.11,1.15
Qix,Puzzle,GB,Nintendo,1990.0,0.51,0.2,0.41,0.03,1.15
Ratchet & Clank: All 4 One,Platform,PS3,Sony Computer Entertainment,2011.0,0.75,0.22,0.05,0.12,1.15
Donkey Konga,Misc,GC,Nintendo,2003.0,0.5,0.16,0.46,0.03,1.15
Pokemon Rumble Blast,Action,3DS,Nintendo,2011.0,0.47,0.26,0.35,0.07,1.14
Tenchu: Wrath of Heaven,Action,PS2,Activision,2003.0,0.44,0.34,0.25,0.11,1.14
Shadow of the Colossus,Action,PS2,Sony Computer Entertainment,2005.0,0.78,0.03,0.2,0.13,1.14
Brave Fencer Musashi,Role-Playing,PS,SquareSoft,1998.0,0.25,0.17,0.65,0.07,1.14
Hot Shots Golf: Out of Bounds,Sports,PS3,Sony Computer Entertainment,2007.0,0.31,0.03,0.76,0.04,1.14
Mirror's Edge,Platform,PS3,Electronic Arts,2008.0,0.31,0.59,0.02,0.22,1.14
Commando,Action,NES,Capcom,1986.0,0.71,0.16,0.25,0.03,1.14
Pilotwings,Simulation,SNES,Nintendo,1990.0,0.46,0.17,0.48,0.02,1.14
Resident Evil - Code: Veronica,Action,DC,Eidos Interactive,2000.0,0.41,0.23,0.47,0.03,1.14
Super R.C. Pro-Am,Racing,GB,Nintendo,1991.0,0.58,0.37,0.15,0.04,1.14
Mobile Suit Gundam: Federation vs. Zeon,Simulation,PS2,Atari,2001.0,0.12,0.1,0.88,0.03,1.14
Need for Speed Underground 2,Racing,GC,Electronic Arts,2004.0,0.7,0.39,0.01,0.03,1.14
ModNation Racers,Racing,PS3,Sony Computer Entertainment,2010.0,0.5,0.41,0.06,0.16,1.13
Fantasy Life,Role-Playing,3DS,Nintendo,2012.0,0.33,0.37,0.37,0.06,1.13
Donkey Kong,Platform,NES,Nintendo,1983.0,0.23,0.05,0.84,0.01,1.13
Alien: Isolation,Shooter,PS4,Sega,2014.0,0.34,0.56,0.04,0.19,1.13
Yakuza 3,Action,PS3,Sega,2009.0,0.21,0.21,0.62,0.08,1.13
Dragon Age II,Action,X360,Electronic Arts,2011.0,0.72,0.3,0.01,0.09,1.12
Pilotwings 64,Simulation,N64,Nintendo,1996.0,0.56,0.24,0.3,0.02,1.12
Crackdown 2,Shooter,X360,Microsoft Game Studios,2010.0,0.63,0.37,0.02,0.1,1.12
Final Fantasy XIV: A Realm Reborn,Role-Playing,PS3,Square Enix,2013.0,0.36,0.33,0.28,0.15,1.12
Castlevania: Lords of Shadow,Action,PS3,Konami Digital Entertainment,2010.0,0.5,0.37,0.1,0.16,1.12
Rocksmith,Misc,X360,Ubisoft,2011.0,0.84,0.2,0.01,0.08,1.12
Yoshi's Cookie,Puzzle,NES,Nintendo,1992.0,0.41,0.06,0.63,0.02,1.12
Mad Max (2015),Action,PS4,Warner Bros. Interactive Entertainment,2015.0,0.32,0.58,0.04,0.17,1.11
GRID,Racing,PS3,Codemasters,2008.0,0.31,0.57,0.03,0.2,1.11
Donkey Kong Jr.,Platform,NES,Nintendo,1983.0,0.33,0.07,0.7,0.01,1.11
Pikmin 3,Strategy,WiiU,Nintendo,2013.0,0.45,0.31,0.29,0.06,1.11
Legend of Mana,Role-Playing,PS,SquareSoft,1999.0,0.18,0.13,0.73,0.07,1.11
Medal of Honor: Airborne,Shooter,X360,Electronic Arts,2007.0,0.45,0.53,0.01,0.12,1.1
The Legend of Zelda: Tri Force Heroes,Action,3DS,Nintendo,2015.0,0.52,0.33,0.17,0.08,1.1
WWE SmackDown vs. Raw 2011,Fighting,PS3,THQ,2010.0,0.44,0.46,0.01,0.18,1.1
F-Zero X,Racing,N64,Nintendo,1998.0,0.45,0.33,0.29,0.03,1.1
Popeye,Platform,NES,Nintendo,1983.0,0.51,0.12,0.45,0.02,1.1
NBA Live 2001,Sports,PS2,Electronic Arts,2001.0,0.52,0.4,0.04,0.13,1.1
Tales of Symphonia,Role-Playing,GC,Nintendo,2003.0,0.54,0.21,0.31,0.04,1.1
Untold Legends: Brotherhood of the Blade,Role-Playing,PSP,Activision,2005.0,0.54,0.33,0.01,0.22,1.1
Star Ocean: The Second Story,Role-Playing,PS,Sony Computer Entertainment,1998.0,0.26,0.1,0.72,0.02,1.1
Lightning Returns: Final Fantasy XIII,Role-Playing,PS3,Square Enix,2013.0,0.31,0.22,0.45,0.12,1.1
